AddressofRecordZIPCode,SnapshotDate,PrimaryAreaOfPractice,CountOfLicensees
90026,6/1/2019,Otolaryngology,0
90026,6/1/2019,Urology,0
90026,6/1/2019,Plastic Surgery,1
90026,6/1/2019,Nephrology,0
90026,6/1/2019,Pulmonary,3
90026,6/1/2019,Physical Medicine and Rehabilitation,1
90026,6/1/2019,Infectious Disease,1
90026,6/1/2019,Endocrinology,0
90026,6/1/2019,All Other Specialties,4
90026,6/1/2019,No Response,9
90027,6/1/2019,Internal Medicine,92
90027,6/1/2019,Family Medicine,49
90027,6/1/2019,Pediatrics,306
90027,6/1/2019,Psychiatry,18
90027,6/1/2019,Anesthesiology,48
90027,6/1/2019,Radiology,46
90027,6/1/2019,Emergency Medicine,37
90027,6/1/2019,Obstetrics and Gynecology,40
90027,6/1/2019,Cardiology,39
90027,6/1/2019,Orthopedic Surgery,22
90027,6/1/2019,Ophthalmology,30
90027,6/1/2019,Pathology,19
90027,6/1/2019,General Surgery,40
90027,6/1/2019,Dermatology,11
90027,6/1/2019,Gastroenterology,25
90027,6/1/2019,General Practice,11
90027,6/1/2019,Neurology,13
90027,6/1/2019,Oncology,15
90027,6/1/2019,Otolaryngology,17
90027,6/1/2019,Urology,18
90027,6/1/2019,Plastic Surgery,1
90027,6/1/2019,Nephrology,13
90027,6/1/2019,Pulmonary,10
90027,6/1/2019,Physical Medicine and Rehabilitation,4
90027,6/1/2019,Infectious Disease,8
90027,6/1/2019,Endocrinology,10
90027,6/1/2019,All Other Specialties,177
90027,6/1/2019,No Response,261
90028,6/1/2019,Internal Medicine,4
90028,6/1/2019,Family Medicine,3
90028,6/1/2019,Pediatrics,3
90028,6/1/2019,Psychiatry,5
90028,6/1/2019,Anesthesiology,3
90028,6/1/2019,Radiology,1
90028,6/1/2019,Emergency Medicine,1
90028,6/1/2019,Obstetrics and Gynecology,1
90028,6/1/2019,Cardiology,0
90028,6/1/2019,Orthopedic Surgery,2
90028,6/1/2019,Ophthalmology,0
90028,6/1/2019,Pathology,0
90028,6/1/2019,General Surgery,0
90028,6/1/2019,Dermatology,0
90028,6/1/2019,Gastroenterology,0
90028,6/1/2019,General Practice,1
90028,6/1/2019,Neurology,0
90028,6/1/2019,Oncology,0
90028,6/1/2019,Otolaryngology,0
90028,6/1/2019,Urology,0
90028,6/1/2019,Plastic Surgery,1
90028,6/1/2019,Nephrology,0
90028,6/1/2019,Pulmonary,0
90028,6/1/2019,Physical Medicine and Rehabilitation,0
90028,6/1/2019,Infectious Disease,0
90028,6/1/2019,Endocrinology,0
90028,6/1/2019,All Other Specialties,3
90028,6/1/2019,No Response,8
90029,6/1/2019,Internal Medicine,6
90029,6/1/2019,Family Medicine,4
90029,6/1/2019,Pediatrics,4
90029,6/1/2019,Psychiatry,4
90029,6/1/2019,Anesthesiology,2
90029,6/1/2019,Radiology,0
90029,6/1/2019,Emergency Medicine,1
90029,6/1/2019,Obstetrics and Gynecology,2
90029,6/1/2019,Cardiology,1
90029,6/1/2019,Orthopedic Surgery,1
90029,6/1/2019,Ophthalmology,2
90029,6/1/2019,Pathology,0
90029,6/1/2019,General Surgery,1
90029,6/1/2019,Dermatology,0
90029,6/1/2019,Gastroenterology,0
90029,6/1/2019,General Practice,11
90029,6/1/2019,Neurology,0
90029,6/1/2019,Oncology,0
90029,6/1/2019,Otolaryngology,1
90029,6/1/2019,Urology,0
90029,6/1/2019,Plastic Surgery,1
90029,6/1/2019,Nephrology,1
90029,6/1/2019,Pulmonary,0
90029,6/1/2019,Physical Medicine and Rehabilitation,0
90029,6/1/2019,Infectious Disease,0
90029,6/1/2019,Endocrinology,0
90029,6/1/2019,All Other Specialties,1
90029,6/1/2019,No Response,9
90031,6/1/2019,Internal Medicine,1
90031,6/1/2019,Family Medicine,1
90031,6/1/2019,Pediatrics,3
90031,6/1/2019,Psychiatry,0
90031,6/1/2019,Anesthesiology,0
90031,6/1/2019,Radiology,0
90031,6/1/2019,Emergency Medicine,0
90031,6/1/2019,Obstetrics and Gynecology,0
90031,6/1/2019,Cardiology,0
90031,6/1/2019,Orthopedic Surgery,0
90031,6/1/2019,Ophthalmology,2
90031,6/1/2019,Pathology,0
90031,6/1/2019,General Surgery,0
90031,6/1/2019,Dermatology,0
90031,6/1/2019,Gastroenterology,0
90031,6/1/2019,General Practice,1
90031,6/1/2019,Neurology,0
90031,6/1/2019,Oncology,0
90031,6/1/2019,Otolaryngology,0
90031,6/1/2019,Urology,0
90031,6/1/2019,Plastic Surgery,0
90031,6/1/2019,Nephrology,0
90031,6/1/2019,Pulmonary,0
90031,6/1/2019,Physical Medicine and Rehabilitation,0
90031,6/1/2019,Infectious Disease,1
90031,6/1/2019,Endocrinology,0
90031,6/1/2019,All Other Specialties,1
90031,6/1/2019,No Response,7
90032,6/1/2019,Internal Medicine,0
90032,6/1/2019,Family Medicine,3
90032,6/1/2019,Pediatrics,0
90032,6/1/2019,Psychiatry,0
90032,6/1/2019,Anesthesiology,0
90032,6/1/2019,Radiology,1
90032,6/1/2019,Emergency Medicine,1
90032,6/1/2019,Obstetrics and Gynecology,0
90032,6/1/2019,Cardiology,0
90032,6/1/2019,Orthopedic Surgery,0
90032,6/1/2019,Ophthalmology,0
90032,6/1/2019,Pathology,0
90032,6/1/2019,General Surgery,1
90032,6/1/2019,Dermatology,0
90032,6/1/2019,Gastroenterology,0
90032,6/1/2019,General Practice,1
90032,6/1/2019,Neurology,0
90032,6/1/2019,Oncology,0
90032,6/1/2019,Otolaryngology,0
90032,6/1/2019,Urology,0
90032,6/1/2019,Plastic Surgery,0
90032,6/1/2019,Nephrology,0
90032,6/1/2019,Pulmonary,0
90032,6/1/2019,Physical Medicine and Rehabilitation,0
90032,6/1/2019,Infectious Disease,0
90032,6/1/2019,Endocrinology,0
90032,6/1/2019,All Other Specialties,4
90032,6/1/2019,No Response,1
90033,6/1/2019,Internal Medicine,124
90033,6/1/2019,Family Medicine,27
90033,6/1/2019,Pediatrics,37
90033,6/1/2019,Psychiatry,52
90033,6/1/2019,Anesthesiology,54
90033,6/1/2019,Radiology,80
90033,6/1/2019,Emergency Medicine,69
90033,6/1/2019,Obstetrics and Gynecology,57
90033,6/1/2019,Cardiology,37
90033,6/1/2019,Orthopedic Surgery,56
90033,6/1/2019,Ophthalmology,32
90033,6/1/2019,Pathology,37
90033,6/1/2019,General Surgery,53
90033,6/1/2019,Dermatology,16
90033,6/1/2019,Gastroenterology,28
90033,6/1/2019,General Practice,3
90033,6/1/2019,Neurology,43
90033,6/1/2019,Oncology,16
90033,6/1/2019,Otolaryngology,16
90033,6/1/2019,Urology,12
90033,6/1/2019,Plastic Surgery,21
90033,6/1/2019,Nephrology,9
90033,6/1/2019,Pulmonary,6
90033,6/1/2019,Physical Medicine and Rehabilitation,5
90033,6/1/2019,Infectious Disease,14
90033,6/1/2019,Endocrinology,7
90033,6/1/2019,All Other Specialties,152
90033,6/1/2019,No Response,341
90034,6/1/2019,Internal Medicine,55
90034,6/1/2019,Family Medicine,16
90034,6/1/2019,Pediatrics,19
90034,6/1/2019,Psychiatry,10
90034,6/1/2019,Anesthesiology,11
90034,6/1/2019,Radiology,12
90034,6/1/2019,Emergency Medicine,33
90034,6/1/2019,Obstetrics and Gynecology,18
90034,6/1/2019,Cardiology,9
90034,6/1/2019,Orthopedic Surgery,5
90034,6/1/2019,Ophthalmology,3
90034,6/1/2019,Pathology,5
90034,6/1/2019,General Surgery,11
90034,6/1/2019,Dermatology,6
90034,6/1/2019,Gastroenterology,10
90034,6/1/2019,General Practice,1
90034,6/1/2019,Neurology,2
90034,6/1/2019,Oncology,7
90034,6/1/2019,Otolaryngology,2
90034,6/1/2019,Urology,7
90034,6/1/2019,Plastic Surgery,7
90034,6/1/2019,Nephrology,5
90034,6/1/2019,Pulmonary,6
90034,6/1/2019,Physical Medicine and Rehabilitation,4
90034,6/1/2019,Infectious Disease,3
90034,6/1/2019,Endocrinology,5
90034,6/1/2019,All Other Specialties,27
90034,6/1/2019,No Response,77
90035,6/1/2019,Internal Medicine,15
90035,6/1/2019,Family Medicine,7
90035,6/1/2019,Pediatrics,10
90035,6/1/2019,Psychiatry,4
90035,6/1/2019,Anesthesiology,6
90035,6/1/2019,Radiology,6
90035,6/1/2019,Emergency Medicine,1
90035,6/1/2019,Obstetrics and Gynecology,3
90035,6/1/2019,Cardiology,3
90035,6/1/2019,Orthopedic Surgery,5
90035,6/1/2019,Ophthalmology,1
90035,6/1/2019,Pathology,1
90035,6/1/2019,General Surgery,2
90035,6/1/2019,Dermatology,3
90035,6/1/2019,Gastroenterology,1
90035,6/1/2019,General Practice,6
90035,6/1/2019,Neurology,0
90035,6/1/2019,Oncology,0
90035,6/1/2019,Otolaryngology,0
90035,6/1/2019,Urology,1
90035,6/1/2019,Plastic Surgery,1
90035,6/1/2019,Nephrology,0
90035,6/1/2019,Pulmonary,1
90035,6/1/2019,Physical Medicine and Rehabilitation,0
90035,6/1/2019,Infectious Disease,4
90035,6/1/2019,Endocrinology,1
90035,6/1/2019,All Other Specialties,12
90035,6/1/2019,No Response,20
90036,6/1/2019,Internal Medicine,23
90036,6/1/2019,Family Medicine,4
90036,6/1/2019,Pediatrics,9
90036,6/1/2019,Psychiatry,5
90036,6/1/2019,Anesthesiology,8
90036,6/1/2019,Radiology,2
90036,6/1/2019,Emergency Medicine,1
90036,6/1/2019,Obstetrics and Gynecology,9
90036,6/1/2019,Cardiology,2
90036,6/1/2019,Orthopedic Surgery,1
90036,6/1/2019,Ophthalmology,6
90036,6/1/2019,Pathology,3
90036,6/1/2019,General Surgery,2
90036,6/1/2019,Dermatology,1
90036,6/1/2019,Gastroenterology,1
90036,6/1/2019,General Practice,3
90036,6/1/2019,Neurology,5
90036,6/1/2019,Oncology,0
90036,6/1/2019,Otolaryngology,0
90036,6/1/2019,Urology,0
90036,6/1/2019,Plastic Surgery,4
90036,6/1/2019,Nephrology,3
90036,6/1/2019,Pulmonary,4
90036,6/1/2019,Physical Medicine and Rehabilitation,0
90036,6/1/2019,Infectious Disease,4
90036,6/1/2019,Endocrinology,2
90036,6/1/2019,All Other Specialties,13
90036,6/1/2019,No Response,26
90037,6/1/2019,Internal Medicine,4
90037,6/1/2019,Family Medicine,6
90037,6/1/2019,Pediatrics,3
90037,6/1/2019,Psychiatry,0
90037,6/1/2019,Anesthesiology,0
90037,6/1/2019,Radiology,0
90037,6/1/2019,Emergency Medicine,0
90037,6/1/2019,Obstetrics and Gynecology,1
90037,6/1/2019,Cardiology,1
90037,6/1/2019,Orthopedic Surgery,0
90037,6/1/2019,Ophthalmology,1
90037,6/1/2019,Pathology,0
90037,6/1/2019,General Surgery,2
90037,6/1/2019,Dermatology,0
90037,6/1/2019,Gastroenterology,0
90037,6/1/2019,General Practice,1
90037,6/1/2019,Neurology,0
90037,6/1/2019,Oncology,0
90037,6/1/2019,Otolaryngology,0
90037,6/1/2019,Urology,0
90037,6/1/2019,Plastic Surgery,0
90037,6/1/2019,Nephrology,1
90037,6/1/2019,Pulmonary,0
90037,6/1/2019,Physical Medicine and Rehabilitation,0
90037,6/1/2019,Infectious Disease,0
90037,6/1/2019,Endocrinology,0
90037,6/1/2019,All Other Specialties,0
90037,6/1/2019,No Response,4
90038,6/1/2019,Internal Medicine,0
90038,6/1/2019,Family Medicine,0
90038,6/1/2019,Pediatrics,1
90038,6/1/2019,Psychiatry,6
90038,6/1/2019,Anesthesiology,1
90038,6/1/2019,Radiology,1
90038,6/1/2019,Emergency Medicine,2
90038,6/1/2019,Obstetrics and Gynecology,0
90038,6/1/2019,Cardiology,1
90038,6/1/2019,Orthopedic Surgery,0
90038,6/1/2019,Ophthalmology,0
90038,6/1/2019,Pathology,0
90038,6/1/2019,General Surgery,1
90038,6/1/2019,Dermatology,0
90038,6/1/2019,Gastroenterology,0
90038,6/1/2019,General Practice,0
90038,6/1/2019,Neurology,0
90038,6/1/2019,Oncology,0
90038,6/1/2019,Otolaryngology,0
90038,6/1/2019,Urology,0
90038,6/1/2019,Plastic Surgery,0
90038,6/1/2019,Nephrology,0
90038,6/1/2019,Pulmonary,0
90038,6/1/2019,Physical Medicine and Rehabilitation,0
90038,6/1/2019,Infectious Disease,0
90038,6/1/2019,Endocrinology,0
90038,6/1/2019,All Other Specialties,0
90038,6/1/2019,No Response,2
90039,6/1/2019,Internal Medicine,7
90039,6/1/2019,Family Medicine,3
90039,6/1/2019,Pediatrics,4
90039,6/1/2019,Psychiatry,4
90039,6/1/2019,Anesthesiology,1
90039,6/1/2019,Radiology,4
90039,6/1/2019,Emergency Medicine,5
90039,6/1/2019,Obstetrics and Gynecology,0
90039,6/1/2019,Cardiology,1
90039,6/1/2019,Orthopedic Surgery,0
90039,6/1/2019,Ophthalmology,0
90039,6/1/2019,Pathology,3
90039,6/1/2019,General Surgery,0
90039,6/1/2019,Dermatology,0
90039,6/1/2019,Gastroenterology,1
90039,6/1/2019,General Practice,0
90039,6/1/2019,Neurology,0
90039,6/1/2019,Oncology,0
90039,6/1/2019,Otolaryngology,0
90039,6/1/2019,Urology,0
90039,6/1/2019,Plastic Surgery,0
90039,6/1/2019,Nephrology,0
90039,6/1/2019,Pulmonary,0
90039,6/1/2019,Physical Medicine and Rehabilitation,0
90039,6/1/2019,Infectious Disease,1
90039,6/1/2019,Endocrinology,0
90039,6/1/2019,All Other Specialties,8
90039,6/1/2019,No Response,10
90040,6/1/2019,Internal Medicine,2
90040,6/1/2019,Family Medicine,3
90040,6/1/2019,Pediatrics,4
90040,6/1/2019,Psychiatry,0
90040,6/1/2019,Anesthesiology,0
90040,6/1/2019,Radiology,0
90040,6/1/2019,Emergency Medicine,0
90040,6/1/2019,Obstetrics and Gynecology,0
90040,6/1/2019,Cardiology,0
90040,6/1/2019,Orthopedic Surgery,0
90040,6/1/2019,Ophthalmology,0
90040,6/1/2019,Pathology,0
90040,6/1/2019,General Surgery,0
90040,6/1/2019,Dermatology,0
90040,6/1/2019,Gastroenterology,0
90040,6/1/2019,General Practice,0
90040,6/1/2019,Neurology,0
90040,6/1/2019,Oncology,0
90040,6/1/2019,Otolaryngology,0
90040,6/1/2019,Urology,0
90040,6/1/2019,Plastic Surgery,0
90040,6/1/2019,Nephrology,0
90040,6/1/2019,Pulmonary,0
90040,6/1/2019,Physical Medicine and Rehabilitation,1
90040,6/1/2019,Infectious Disease,1
90040,6/1/2019,Endocrinology,0
90040,6/1/2019,All Other Specialties,3
90040,6/1/2019,No Response,1
90041,6/1/2019,Internal Medicine,5
90041,6/1/2019,Family Medicine,4
90041,6/1/2019,Pediatrics,3
90041,6/1/2019,Psychiatry,2
90041,6/1/2019,Anesthesiology,1
90041,6/1/2019,Radiology,0
90041,6/1/2019,Emergency Medicine,2
90041,6/1/2019,Obstetrics and Gynecology,0
90041,6/1/2019,Cardiology,0
90041,6/1/2019,Orthopedic Surgery,0
90041,6/1/2019,Ophthalmology,1
90041,6/1/2019,Pathology,1
90041,6/1/2019,General Surgery,0
90041,6/1/2019,Dermatology,1
90041,6/1/2019,Gastroenterology,0
90041,6/1/2019,General Practice,3
90041,6/1/2019,Neurology,0
90041,6/1/2019,Oncology,0
90041,6/1/2019,Otolaryngology,0
90041,6/1/2019,Urology,2
90041,6/1/2019,Plastic Surgery,0
90041,6/1/2019,Nephrology,0
90041,6/1/2019,Pulmonary,0
90041,6/1/2019,Physical Medicine and Rehabilitation,0
90041,6/1/2019,Infectious Disease,1
90041,6/1/2019,Endocrinology,0
90041,6/1/2019,All Other Specialties,2
90041,6/1/2019,No Response,5
90042,6/1/2019,Internal Medicine,4
90042,6/1/2019,Family Medicine,10
90042,6/1/2019,Pediatrics,2
90042,6/1/2019,Psychiatry,3
90042,6/1/2019,Anesthesiology,4
90042,6/1/2019,Radiology,3
90042,6/1/2019,Emergency Medicine,4
90042,6/1/2019,Obstetrics and Gynecology,0
90042,6/1/2019,Cardiology,0
90042,6/1/2019,Orthopedic Surgery,0
90042,6/1/2019,Ophthalmology,2
90042,6/1/2019,Pathology,4
90042,6/1/2019,General Surgery,2
90042,6/1/2019,Dermatology,0
90042,6/1/2019,Gastroenterology,0
90042,6/1/2019,General Practice,1
90042,6/1/2019,Neurology,0
90042,6/1/2019,Oncology,0
90042,6/1/2019,Otolaryngology,0
90042,6/1/2019,Urology,0
90042,6/1/2019,Plastic Surgery,0
90042,6/1/2019,Nephrology,0
90042,6/1/2019,Pulmonary,1
90042,6/1/2019,Physical Medicine and Rehabilitation,0
90042,6/1/2019,Infectious Disease,1
90042,6/1/2019,Endocrinology,2
90042,6/1/2019,All Other Specialties,2
90042,6/1/2019,No Response,8
90043,6/1/2019,Internal Medicine,10
90043,6/1/2019,Family Medicine,3
90043,6/1/2019,Pediatrics,3
90043,6/1/2019,Psychiatry,1
90043,6/1/2019,Anesthesiology,0
90043,6/1/2019,Radiology,1
90043,6/1/2019,Emergency Medicine,0
90043,6/1/2019,Obstetrics and Gynecology,1
90043,6/1/2019,Cardiology,0
90043,6/1/2019,Orthopedic Surgery,0
90043,6/1/2019,Ophthalmology,0
90043,6/1/2019,Pathology,0
90043,6/1/2019,General Surgery,1
90043,6/1/2019,Dermatology,0
90043,6/1/2019,Gastroenterology,0
90043,6/1/2019,General Practice,0
90043,6/1/2019,Neurology,0
90043,6/1/2019,Oncology,0
90043,6/1/2019,Otolaryngology,1
90043,6/1/2019,Urology,0
90043,6/1/2019,Plastic Surgery,0
90043,6/1/2019,Nephrology,0
90043,6/1/2019,Pulmonary,0
90043,6/1/2019,Physical Medicine and Rehabilitation,0
90043,6/1/2019,Infectious Disease,0
90043,6/1/2019,Endocrinology,0
90043,6/1/2019,All Other Specialties,1
90043,6/1/2019,No Response,5
90044,6/1/2019,Internal Medicine,1
90044,6/1/2019,Family Medicine,0
90044,6/1/2019,Pediatrics,0
90044,6/1/2019,Psychiatry,0
90044,6/1/2019,Anesthesiology,0
90044,6/1/2019,Radiology,0
90044,6/1/2019,Emergency Medicine,0
90044,6/1/2019,Obstetrics and Gynecology,0
90044,6/1/2019,Cardiology,0
90044,6/1/2019,Orthopedic Surgery,0
90044,6/1/2019,Ophthalmology,0
90044,6/1/2019,Pathology,0
90044,6/1/2019,General Surgery,0
90044,6/1/2019,Dermatology,0
90044,6/1/2019,Gastroenterology,0
90044,6/1/2019,General Practice,0
90044,6/1/2019,Neurology,0
90044,6/1/2019,Oncology,0
90044,6/1/2019,Otolaryngology,0
90044,6/1/2019,Urology,0
90044,6/1/2019,Plastic Surgery,0
90044,6/1/2019,Nephrology,0
90044,6/1/2019,Pulmonary,0
90044,6/1/2019,Physical Medicine and Rehabilitation,0
90044,6/1/2019,Infectious Disease,0
90044,6/1/2019,Endocrinology,0
90044,6/1/2019,All Other Specialties,0
90044,6/1/2019,No Response,2
90045,6/1/2019,Internal Medicine,18
90045,6/1/2019,Family Medicine,11
90045,6/1/2019,Pediatrics,7
90045,6/1/2019,Psychiatry,4
90045,6/1/2019,Anesthesiology,11
90045,6/1/2019,Radiology,4
90045,6/1/2019,Emergency Medicine,3
90045,6/1/2019,Obstetrics and Gynecology,1
90045,6/1/2019,Cardiology,0
90045,6/1/2019,Orthopedic Surgery,13
90045,6/1/2019,Ophthalmology,3
90045,6/1/2019,Pathology,1
90045,6/1/2019,General Surgery,1
90045,6/1/2019,Dermatology,5
90045,6/1/2019,Gastroenterology,4
90045,6/1/2019,General Practice,2
90045,6/1/2019,Neurology,3
90045,6/1/2019,Oncology,1
90045,6/1/2019,Otolaryngology,0
90045,6/1/2019,Urology,4
90045,6/1/2019,Plastic Surgery,0
90045,6/1/2019,Nephrology,2
90045,6/1/2019,Pulmonary,0
90045,6/1/2019,Physical Medicine and Rehabilitation,1
90045,6/1/2019,Infectious Disease,0
90045,6/1/2019,Endocrinology,0
90045,6/1/2019,All Other Specialties,20
90045,6/1/2019,No Response,20
90046,6/1/2019,Internal Medicine,13
90046,6/1/2019,Family Medicine,4
90046,6/1/2019,Pediatrics,5
90046,6/1/2019,Psychiatry,15
90046,6/1/2019,Anesthesiology,21
90046,6/1/2019,Radiology,8
90046,6/1/2019,Emergency Medicine,5
90046,6/1/2019,Obstetrics and Gynecology,0
90046,6/1/2019,Cardiology,3
90046,6/1/2019,Orthopedic Surgery,2
90046,6/1/2019,Ophthalmology,0
90046,6/1/2019,Pathology,2
90046,6/1/2019,General Surgery,2
90046,6/1/2019,Dermatology,1
90046,6/1/2019,Gastroenterology,3
90046,6/1/2019,General Practice,7
90046,6/1/2019,Neurology,1
90046,6/1/2019,Oncology,0
90046,6/1/2019,Otolaryngology,1
90046,6/1/2019,Urology,2
90046,6/1/2019,Plastic Surgery,1
90046,6/1/2019,Nephrology,1
90046,6/1/2019,Pulmonary,1
90046,6/1/2019,Physical Medicine and Rehabilitation,0
90046,6/1/2019,Infectious Disease,0
90046,6/1/2019,Endocrinology,1
90046,6/1/2019,All Other Specialties,9
90046,6/1/2019,No Response,20
90047,6/1/2019,Internal Medicine,2
90047,6/1/2019,Family Medicine,2
90047,6/1/2019,Pediatrics,1
90047,6/1/2019,Psychiatry,0
90047,6/1/2019,Anesthesiology,0
90047,6/1/2019,Radiology,0
90047,6/1/2019,Emergency Medicine,0
90047,6/1/2019,Obstetrics and Gynecology,0
90047,6/1/2019,Cardiology,0
90047,6/1/2019,Orthopedic Surgery,0
90047,6/1/2019,Ophthalmology,0
90047,6/1/2019,Pathology,0
90047,6/1/2019,General Surgery,2
90047,6/1/2019,Dermatology,0
90047,6/1/2019,Gastroenterology,0
90047,6/1/2019,General Practice,0
90047,6/1/2019,Neurology,0
90047,6/1/2019,Oncology,0
90047,6/1/2019,Otolaryngology,0
90047,6/1/2019,Urology,0
90047,6/1/2019,Plastic Surgery,0
90047,6/1/2019,Nephrology,0
90047,6/1/2019,Pulmonary,0
90047,6/1/2019,Physical Medicine and Rehabilitation,0
90047,6/1/2019,Infectious Disease,0
90047,6/1/2019,Endocrinology,0
90047,6/1/2019,All Other Specialties,1
90047,6/1/2019,No Response,2
90048,6/1/2019,Internal Medicine,128
90048,6/1/2019,Family Medicine,5
90048,6/1/2019,Pediatrics,29
90048,6/1/2019,Psychiatry,35
90048,6/1/2019,Anesthesiology,103
90048,6/1/2019,Radiology,35
90048,6/1/2019,Emergency Medicine,27
90048,6/1/2019,Obstetrics and Gynecology,61
90048,6/1/2019,Cardiology,62
90048,6/1/2019,Orthopedic Surgery,37
90048,6/1/2019,Ophthalmology,14
90048,6/1/2019,Pathology,31
90048,6/1/2019,General Surgery,43
90048,6/1/2019,Dermatology,7
90048,6/1/2019,Gastroenterology,34
90048,6/1/2019,General Practice,3
90048,6/1/2019,Neurology,34
90048,6/1/2019,Oncology,20
90048,6/1/2019,Otolaryngology,17
90048,6/1/2019,Urology,24
90048,6/1/2019,Plastic Surgery,6
90048,6/1/2019,Nephrology,18
90048,6/1/2019,Pulmonary,19
90048,6/1/2019,Physical Medicine and Rehabilitation,5
90048,6/1/2019,Infectious Disease,13
90048,6/1/2019,Endocrinology,10
90048,6/1/2019,All Other Specialties,124
90048,6/1/2019,No Response,287
90049,6/1/2019,Internal Medicine,30
90049,6/1/2019,Family Medicine,7
90049,6/1/2019,Pediatrics,13
90049,6/1/2019,Psychiatry,52
90049,6/1/2019,Anesthesiology,13
90049,6/1/2019,Radiology,34
90049,6/1/2019,Emergency Medicine,7
90049,6/1/2019,Obstetrics and Gynecology,7
90049,6/1/2019,Cardiology,9
90049,6/1/2019,Orthopedic Surgery,8
90049,6/1/2019,Ophthalmology,7
90049,6/1/2019,Pathology,7
90049,6/1/2019,General Surgery,5
90049,6/1/2019,Dermatology,9
90049,6/1/2019,Gastroenterology,3
90049,6/1/2019,General Practice,10
90049,6/1/2019,Neurology,2
90049,6/1/2019,Oncology,5
90049,6/1/2019,Otolaryngology,5
90049,6/1/2019,Urology,4
90049,6/1/2019,Plastic Surgery,2
90049,6/1/2019,Nephrology,1
90049,6/1/2019,Pulmonary,5
90049,6/1/2019,Physical Medicine and Rehabilitation,2
90049,6/1/2019,Infectious Disease,3
90049,6/1/2019,Endocrinology,3
90049,6/1/2019,All Other Specialties,50
90049,6/1/2019,No Response,70
90050,6/1/2019,Internal Medicine,0
90050,6/1/2019,Family Medicine,0
90050,6/1/2019,Pediatrics,0
90050,6/1/2019,Psychiatry,0
90050,6/1/2019,Anesthesiology,0
90050,6/1/2019,Radiology,0
90050,6/1/2019,Emergency Medicine,1
90050,6/1/2019,Obstetrics and Gynecology,0
90050,6/1/2019,Cardiology,0
90050,6/1/2019,Orthopedic Surgery,0
90050,6/1/2019,Ophthalmology,0
90050,6/1/2019,Pathology,0
90050,6/1/2019,General Surgery,0
90050,6/1/2019,Dermatology,0
90050,6/1/2019,Gastroenterology,0
90050,6/1/2019,General Practice,0
90050,6/1/2019,Neurology,0
90050,6/1/2019,Oncology,0
90050,6/1/2019,Otolaryngology,0
90050,6/1/2019,Urology,0
90050,6/1/2019,Plastic Surgery,0
90050,6/1/2019,Nephrology,0
90050,6/1/2019,Pulmonary,0
90050,6/1/2019,Physical Medicine and Rehabilitation,0
90050,6/1/2019,Infectious Disease,0
90050,6/1/2019,Endocrinology,0
90050,6/1/2019,All Other Specialties,0
90050,6/1/2019,No Response,0
90054,6/1/2019,Internal Medicine,0
90054,6/1/2019,Family Medicine,1
90054,6/1/2019,Pediatrics,0
90054,6/1/2019,Psychiatry,0
90054,6/1/2019,Anesthesiology,0
90054,6/1/2019,Radiology,0
90054,6/1/2019,Emergency Medicine,0
90054,6/1/2019,Obstetrics and Gynecology,0
90054,6/1/2019,Cardiology,0
90054,6/1/2019,Orthopedic Surgery,0
90054,6/1/2019,Ophthalmology,0
90054,6/1/2019,Pathology,0
90054,6/1/2019,General Surgery,0
90054,6/1/2019,Dermatology,0
90054,6/1/2019,Gastroenterology,0
90054,6/1/2019,General Practice,0
90054,6/1/2019,Neurology,0
90054,6/1/2019,Oncology,0
90054,6/1/2019,Otolaryngology,0
90054,6/1/2019,Urology,0
